Id;Parente;Conciliação;Regra;Status;Nome;Email;Data;Cargo;Salario;Nome (Diferença);Email (Diferença);Data (Diferença);Cargo (Diferença);Salario (Diferença)
5516;Volume 10k;Batimento Total;Batido;5516;Bruna da Cruz;emanuel98@example.net;2005-03-29;Gerente;5963.44;;;;;
5517;Volume 10k;Batimento Total;Batido;5517;Maria Vitória Costela;maria-juliaferreira@example.com;2007-03-27;Diretor;8688.73;;;;;
5518;Volume 10k;Batimento Total;Batido;5518;Vinicius Silva;danilosales@example.net;2003-10-11;Analista;9357.97;;;;;
5519;Volume 10k;Batimento Total;Batido;5519;Evelyn Barros;varaujo@example.org;2000-02-18;Analista;7754.8;;;;;
5520;Volume 10k;Batimento Total;Batido;5520;André Viana;antonio29@example.net;2001-05-05;Diretor;7295.5;;;;;
5521;Volume 10k;Batimento Total;Batido;5521;Thiago Viana;cunhamaria-sophia@example.org;2012-07-30;Analista;5588.49;;;;;
5522;Volume 10k;Batimento Total;Batido;5522;Alana Costa;jesusalice@example.org;2017-04-23;Gerente;9878.59;;;;;
5523;Volume 10k;Batimento Total;Batido;5523;Leonardo Alves;carvalhodavi-luiz@example.com;2017-12-22;Gerente;7053.4;;;;;
5524;Volume 10k;Batimento Total;Batido;5524;Otávio Cavalcanti;raquelda-costa@example.com;2018-01-04;Analista;9983.76;;;;;
5525;Volume 10k;Batimento Total;Batido;5525;Vinicius Souza;noah22@example.net;1994-04-02;Analista;7273.77;;;;;
5526;Volume 10k;Batimento Total;Batido;5526;Camila da Cunha;gpeixoto@example.net;1997-03-10;Diretor;8649.75;;;;;
5527;Volume 10k;Batimento Total;Batido;5527;Stella Rezende;ssantos@example.net;2001-06-28;Gerente;6989.92;;;;;
5528;Volume 10k;Batimento Total;Batido;5528;Brenda Ribeiro;mendesfernando@example.org;1993-02-21;Gerente;6128.65;;;;;
5529;Volume 10k;Batimento Total;Batido;5529;Nathan Pereira;maria-vitoriapeixoto@example.com;2005-06-15;Analista;9425.55;;;;;
5530;Volume 10k;Batimento Total;Batido;5530;Rebeca Nunes;rezendeana-luiza@example.net;2019-12-29;Analista;5169.83;;;;;
5531;Volume 10k;Batimento Total;Batido;5531;Thales Mendes;igorda-rosa@example.net;2004-04-24;Gerente;9134.91;;;;;
5532;Volume 10k;Batimento Total;Batido;5532;Julia Carvalho;correiaaugusto@example.net;2010-10-22;Gerente;7164.26;;;;;
5533;Volume 10k;Batimento Total;Batido;5533;Ana Beatriz Nogueira;joao-pedroviana@example.com;2013-06-03;Gerente;7229.99;;;;;
5534;Volume 10k;Batimento Total;Batido;5534;Daniela Ferreira;vcavalcanti@example.com;2008-06-29;Diretor;5273.95;;;;;
5535;Volume 10k;Batimento Total;Batido;5535;Gabriela da Cruz;beatrizlopes@example.org;2020-11-21;Gerente;7189.68;;;;;
5536;Volume 10k;Batimento Total;Batido;5536;Thiago Lopes;moreirapietro@example.com;2008-08-24;Analista;6021.44;;;;;
5537;Volume 10k;Batimento Total;Batido;5537;Francisco Lima;joao-guilhermepinto@example.com;2006-01-18;Diretor;7561.83;;;;;
5538;Volume 10k;Batimento Total;Batido;5538;Murilo Azevedo;lucas-gabrielda-mota@example.com;1996-01-10;Gerente;5905.87;;;;;
5539;Volume 10k;Batimento Total;Batido;5539;Vicente Azevedo;piresemanuelly@example.com;1998-06-16;Gerente;5085.52;;;;;
5540;Volume 10k;Batimento Total;Batido;5540;Erick Fogaça;piresdaniela@example.org;2000-12-18;Diretor;6097.82;;;;;
5541;Volume 10k;Batimento Total;Batido;5541;Vitor Hugo Moura;isabel92@example.org;1996-04-21;Gerente;5282.6;;;;;
5542;Volume 10k;Batimento Total;Batido;5542;Yasmin Moura;davida-costa@example.net;1994-11-10;Gerente;5303.51;;;;;
5543;Volume 10k;Batimento Total;Batido;5543;Eloah Peixoto;hfreitas@example.com;2021-12-18;Diretor;7529.5;;;;;
5544;Volume 10k;Batimento Total;Batido;5544;Maria Luiza Cavalcanti;noahmoreira@example.net;1995-12-13;Analista;8579.99;;;;;
5545;Volume 10k;Batimento Total;Batido;5545;Luiz Fernando Oliveira;tsouza@example.org;2012-02-24;Diretor;6409.8;;;;;
5546;Volume 10k;Batimento Total;Batido;5546;Lívia Melo;emanuella21@example.com;2018-10-18;Analista;5565.59;;;;;
5547;Volume 10k;Batimento Total;Batido;5547;Rafaela Lopes;nascimentonathan@example.net;1993-12-14;Diretor;8178.9;;;;;
5548;Volume 10k;Batimento Total;Batido;5548;Ryan Moura;meloalice@example.org;2002-07-04;Diretor;5112.65;;;;;
5549;Volume 10k;Batimento Total;Batido;5549;Marcela Costa;daniela21@example.org;2018-11-15;Analista;8547.97;;;;;
5550;Volume 10k;Batimento Total;Batido;5550;Heitor da Cunha;azevedolara@example.org;2022-07-15;Gerente;5800.81;;;;;
5551;Volume 10k;Batimento Total;Batido;5551;Noah Nascimento;caroline72@example.net;2012-11-16;Analista;9948.96;;;;;
5552;Volume 10k;Batimento Total;Batido;5552;Gabriela da Paz;hlopes@example.com;2013-12-29;Gerente;9482.74;;;;;
5553;Volume 10k;Batimento Total;Batido;5553;Ana Vitória Santos;rmoura@example.com;1996-09-20;Gerente;5555.2;;;;;
5554;Volume 10k;Batimento Total;Batido;5554;Bianca Fernandes;emanuellyrocha@example.net;2012-04-20;Gerente;8250.36;;;;;
5555;Volume 10k;Batimento Total;Batido;5555;Ana das Neves;moraesana-beatriz@example.org;2001-11-25;Analista;7201.43;;;;;
5556;Volume 10k;Batimento Total;Batido;5556;Kevin Dias;theo82@example.net;2021-05-20;Gerente;6020.98;;;;;
5557;Volume 10k;Batimento Total;Batido;5557;Daniela da Conceição;isabella78@example.org;2008-09-11;Analista;7201.56;;;;;
5558;Volume 10k;Batimento Total;Batido;5558;Agatha Santos;bcavalcanti@example.com;2000-07-08;Gerente;8011.84;;;;;
5559;Volume 10k;Batimento Total;Batido;5559;Raul Fernandes;eloahnogueira@example.com;2008-09-27;Gerente;9766.19;;;;;
5560;Volume 10k;Batimento Total;Batido;5560;Luiz Miguel Silva;fcarvalho@example.org;1997-08-14;Diretor;9536.47;;;;;
5561;Volume 10k;Batimento Total;Batido;5561;Davi Luiz Barbosa;das-nevescaua@example.com;2015-05-10;Gerente;9611.47;;;;;
5562;Volume 10k;Batimento Total;Batido;5562;Carlos Eduardo Martins;diogopereira@example.net;2014-09-24;Gerente;8166.6;;;;;
5563;Volume 10k;Batimento Total;Batido;5563;Carolina das Neves;mcardoso@example.org;2002-05-18;Analista;9468.3;;;;;
5564;Volume 10k;Batimento Total;Batido;5564;Erick Peixoto;carvalhodiogo@example.net;1998-03-22;Gerente;6950.66;;;;;
5565;Volume 10k;Batimento Total;Batido;5565;Heloísa Rocha;da-rochajulia@example.com;2008-10-29;Analista;9834.92;;;;;
5566;Volume 10k;Batimento Total;Batido;5566;Raquel Lima;fmoraes@example.org;1996-07-06;Analista;9863.66;;;;;
5567;Volume 10k;Batimento Total;Batido;5567;Bárbara Barbosa;maria-luizasantos@example.com;2014-06-11;Diretor;6763.32;;;;;
5568;Volume 10k;Batimento Total;Batido;5568;Luigi Porto;anateixeira@example.net;2006-06-06;Gerente;8761.58;;;;;
5569;Volume 10k;Batimento Total;Batido;5569;Diego Moura;nicolas71@example.org;2005-06-02;Gerente;7913.9;;;;;
5570;Volume 10k;Batimento Total;Batido;5570;Lorenzo Monteiro;gomesjoao@example.org;2004-01-28;Gerente;9139.89;;;;;
5571;Volume 10k;Batimento Total;Batido;5571;Joaquim Martins;ateixeira@example.org;2019-01-06;Diretor;8645.4;;;;;
5572;Volume 10k;Batimento Total;Batido;5572;Sophia Vieira;carvalhopietra@example.com;2019-12-05;Analista;8010.49;;;;;
5573;Volume 10k;Batimento Total;Batido;5573;João Miguel Silveira;novaesyuri@example.com;1998-05-30;Gerente;5363.27;;;;;
5574;Volume 10k;Batimento Total;Batido;5574;Gabriel Araújo;goncalveskevin@example.com;2017-07-08;Gerente;7588.89;;;;;
5575;Volume 10k;Batimento Total;Batido;5575;Renan Farias;lorena99@example.net;2004-02-07;Analista;9490.89;;;;;
5576;Volume 10k;Batimento Total;Batido;5576;Vicente Moura;dpinto@example.org;1998-10-12;Gerente;6135.8;;;;;
5577;Volume 10k;Batimento Total;Batido;5577;João Guilherme da Rocha;dpires@example.net;2012-03-07;Diretor;6761.28;;;;;
5578;Volume 10k;Batimento Total;Batido;5578;Giovanna Rodrigues;jesusfernando@example.org;1993-05-13;Analista;6718.7;;;;;
5579;Volume 10k;Batimento Total;Batido;5579;Beatriz Fernandes;da-motanatalia@example.com;2010-06-22;Analista;5687.5;;;;;
5580;Volume 10k;Batimento Total;Batido;5580;Emilly Sales;pporto@example.com;2016-08-24;Analista;6218.14;;;;;
5581;Volume 10k;Batimento Total;Batido;5581;Ana Laura Peixoto;natalia78@example.org;1998-02-26;Analista;6127.91;;;;;
5582;Volume 10k;Batimento Total;Batido;5582;Ana Vitória Azevedo;qalves@example.net;2008-12-17;Diretor;9641.62;;;;;
5583;Volume 10k;Batimento Total;Batido;5583;Luiz Otávio Correia;elisa17@example.com;1999-09-23;Gerente;9327.36;;;;;
5584;Volume 10k;Batimento Total;Batido;5584;Danilo Gomes;otavioda-conceicao@example.net;2019-12-15;Gerente;9474.96;;;;;
5585;Volume 10k;Batimento Total;Batido;5585;Thales Campos;rodriguesbruna@example.net;1996-03-07;Gerente;8761.68;;;;;
5586;Volume 10k;Batimento Total;Batido;5586;Sofia Carvalho;maria-fernanda11@example.com;2002-05-28;Diretor;7881.24;;;;;
5587;Volume 10k;Batimento Total;Batido;5587;Vitor da Paz;da-conceicaolevi@example.org;2006-01-13;Analista;8992.59;;;;;
5588;Volume 10k;Batimento Total;Batido;5588;Yuri Moreira;hfernandes@example.org;2016-10-24;Analista;7618.48;;;;;
5589;Volume 10k;Batimento Total;Batido;5589;Alice Rodrigues;jdias@example.org;2018-06-03;Gerente;6775.64;;;;;
5590;Volume 10k;Batimento Total;Batido;5590;Gustavo Henrique Aragão;silvayuri@example.com;2014-11-29;Diretor;6706.44;;;;;
5591;Volume 10k;Batimento Total;Batido;5591;João Guilherme da Cunha;rezendevalentina@example.org;2009-02-17;Gerente;9528.7;;;;;
5592;Volume 10k;Batimento Total;Batido;5592;Levi Azevedo;sferreira@example.org;2017-09-18;Analista;5210.33;;;;;
5593;Volume 10k;Batimento Total;Batido;5593;Maria Cecília Nogueira;lucas11@example.com;2006-03-18;Analista;7750.83;;;;;
5594;Volume 10k;Batimento Total;Batido;5594;Lucas Gabriel Freitas;portomanuela@example.com;2022-04-15;Gerente;7703.68;;;;;
5595;Volume 10k;Batimento Total;Batido;5595;Vitor Cunha;emillyribeiro@example.com;2011-01-14;Gerente;7332.43;;;;;
5596;Volume 10k;Batimento Total;Batido;5596;Luigi Rezende;lucca41@example.com;2022-06-23;Gerente;5032.93;;;;;
5597;Volume 10k;Batimento Total;Batido;5597;Bruna Silva;pedro-miguel86@example.org;2015-07-22;Analista;5194.91;;;;;
5598;Volume 10k;Batimento Total;Batido;5598;Lívia Oliveira;eduarda65@example.net;2015-05-22;Analista;7492.7;;;;;
5599;Volume 10k;Batimento Total;Batido;5599;Renan Lopes;maitenovaes@example.com;2018-06-26;Diretor;9408.74;;;;;
5600;Volume 10k;Batimento Total;Batido;5600;Augusto Nascimento;amandaporto@example.net;1996-03-21;Diretor;9259.42;;;;;
5601;Volume 10k;Batimento Total;Batido;5601;Luiza Alves;luccada-mata@example.net;2016-09-02;Analista;9770.37;;;;;
5602;Volume 10k;Batimento Total;Batido;5602;Otávio Silva;maria-alice44@example.org;2003-10-30;Diretor;9982.91;;;;;
5603;Volume 10k;Batimento Total;Batido;5603;Maria Vitória Rezende;ufarias@example.com;2005-11-18;Diretor;5000.36;;;;;
5604;Volume 10k;Batimento Total;Batido;5604;Igor Costa;orocha@example.net;2008-04-13;Gerente;7237.97;;;;;
5605;Volume 10k;Batimento Total;Batido;5605;Vicente Costela;da-cunhacaroline@example.com;2011-08-31;Gerente;8856.53;;;;;
5606;Volume 10k;Batimento Total;Batido;5606;Maria Cecília Duarte;gpinto@example.com;1997-01-30;Diretor;9703.71;;;;;
5607;Volume 10k;Batimento Total;Batido;5607;Sofia Caldeira;luana35@example.com;2002-06-28;Analista;5562.16;;;;;
5608;Volume 10k;Batimento Total;Batido;5608;Vitória Sales;joao-miguelbarros@example.org;2020-12-21;Analista;9274.36;;;;;
5609;Volume 10k;Batimento Total;Batido;5609;Ana Laura Lima;ryanda-conceicao@example.net;2004-04-28;Diretor;9228.13;;;;;
5610;Volume 10k;Batimento Total;Batido;5610;Fernanda da Paz;samuel57@example.org;2013-09-22;Gerente;6472.52;;;;;
5611;Volume 10k;Batimento Total;Batido;5611;Davi Lucas Gonçalves;das-nevesrenan@example.org;2016-06-24;Diretor;5272.79;;;;;
5612;Volume 10k;Batimento Total;Batido;5612;Fernanda Melo;maria-juliacampos@example.com;2020-09-27;Gerente;7913.98;;;;;
5613;Volume 10k;Batimento Total;Batido;5613;Bruna Monteiro;souzaeduardo@example.com;1992-12-01;Analista;9785.97;;;;;
5614;Volume 10k;Batimento Total;Batido;5614;Guilherme da Costa;danielfreitas@example.org;2009-02-22;Gerente;7940.72;;;;;
5615;Volume 10k;Batimento Total;Batido;5615;Ana Clara Costela;jesusjoao-lucas@example.net;2005-04-21;Diretor;8212.62;;;;;
5616;Volume 10k;Batimento Total;Batido;5616;Brenda Moreira;lavinianascimento@example.org;2020-12-15;Analista;9602.7;;;;;
5617;Volume 10k;Batimento Total;Batido;5617;Luiza Almeida;carlos-eduardorezende@example.net;2001-12-07;Analista;6309.64;;;;;
5618;Volume 10k;Batimento Total;Batido;5618;Lorena Costela;fernanda73@example.org;2019-06-25;Analista;5214.73;;;;;
5619;Volume 10k;Batimento Total;Batido;5619;Maria Clara Novaes;juansilva@example.com;2009-03-03;Gerente;5715.4;;;;;
5620;Volume 10k;Batimento Total;Batido;5620;Vitória Alves;camilada-mota@example.net;2016-04-10;Analista;7405.6;;;;;
5621;Volume 10k;Batimento Total;Batido;5621;Yasmin Rezende;vianalais@example.com;2005-06-06;Analista;8000.79;;;;;
5622;Volume 10k;Batimento Total;Batido;5622;Luiz Felipe Ferreira;ecosta@example.org;2021-04-29;Diretor;9940.98;;;;;
5623;Volume 10k;Batimento Total;Batido;5623;Júlia Farias;cardosovitor-hugo@example.net;2013-05-10;Gerente;6056.75;;;;;
5624;Volume 10k;Batimento Total;Batido;5624;Maria Julia Alves;heitorramos@example.net;2007-12-22;Analista;5521.46;;;;;
5625;Volume 10k;Batimento Total;Batido;5625;Vitor Gabriel Lopes;das-nevespedro-henrique@example.org;2000-10-02;Diretor;7499.2;;;;;
5626;Volume 10k;Batimento Total;Batido;5626;Catarina Nunes;vitor04@example.com;2019-08-16;Gerente;5157.7;;;;;
5627;Volume 10k;Batimento Total;Batido;5627;Cecília Fernandes;barbararocha@example.net;2017-02-10;Gerente;9927.83;;;;;
5628;Volume 10k;Batimento Total;Batido;5628;Calebe Castro;costaesther@example.com;2002-11-18;Analista;6103.2;;;;;
5629;Volume 10k;Batimento Total;Batido;5629;Maria Sophia Rocha;costelaana-vitoria@example.com;2022-04-08;Diretor;9154.31;;;;;
5630;Volume 10k;Batimento Total;Batido;5630;Ana Beatriz Duarte;juliana37@example.com;2005-07-04;Analista;9420.9;;;;;
5631;Volume 10k;Batimento Total;Batido;5631;Pietra Martins;xda-conceicao@example.net;2006-04-01;Gerente;9946.98;;;;;
5632;Volume 10k;Batimento Total;Batido;5632;Alícia Nunes;rochakamilly@example.net;2005-06-23;Diretor;7928.47;;;;;
5633;Volume 10k;Batimento Total;Batido;5633;Alana Silveira;diasana-beatriz@example.org;2010-07-07;Gerente;7661.11;;;;;
5634;Volume 10k;Batimento Total;Batido;5634;Thiago Alves;hnascimento@example.org;1997-08-13;Gerente;8290.51;;;;;
5635;Volume 10k;Batimento Total;Batido;5635;Alana Duarte;vitor-gabriel39@example.org;2012-09-14;Gerente;8010.28;;;;;
5636;Volume 10k;Batimento Total;Batido;5636;Caio Novaes;calebe05@example.net;1993-04-23;Analista;8373.33;;;;;
5637;Volume 10k;Batimento Total;Batido;5637;Nicole Novaes;martinsvitor@example.net;1996-05-28;Diretor;7667.25;;;;;
5638;Volume 10k;Batimento Total;Batido;5638;Beatriz Castro;giovannamoraes@example.org;2006-04-09;Diretor;7311.8;;;;;
5639;Volume 10k;Batimento Total;Batido;5639;Mariana Carvalho;scavalcanti@example.com;2018-01-08;Diretor;9844.94;;;;;
5640;Volume 10k;Batimento Total;Batido;5640;Ana Luiza Vieira;leandrobarbosa@example.org;2011-06-14;Analista;8991.5;;;;;
5641;Volume 10k;Batimento Total;Batido;5641;Thales Cunha;sabrina87@example.com;2005-12-10;Analista;9480.17;;;;;
5642;Volume 10k;Batimento Total;Batido;5642;Murilo Rodrigues;cardosoandre@example.net;2008-10-21;Analista;6670.42;;;;;
5643;Volume 10k;Batimento Total;Batido;5643;Gabrielly Monteiro;aragaobryan@example.net;2008-07-14;Diretor;7697.68;;;;;
5644;Volume 10k;Batimento Total;Batido;5644;Heloísa Pires;pereiraisabelly@example.com;2015-06-16;Analista;6156.48;;;;;
5645;Volume 10k;Batimento Total;Batido;5645;Nicolas Souza;duarteisabelly@example.net;2017-02-05;Analista;7978.52;;;;;
5646;Volume 10k;Batimento Total;Batido;5646;Maria Sophia da Cruz;caldeirajuliana@example.com;1998-08-16;Gerente;8633.38;;;;;
5647;Volume 10k;Batimento Total;Batido;5647;Beatriz Duarte;ramospedro-henrique@example.org;2021-12-11;Analista;7167.39;;;;;
5648;Volume 10k;Batimento Total;Batido;5648;Lavínia Costa;ribeiroalexia@example.net;2014-12-13;Gerente;5404.78;;;;;
5649;Volume 10k;Batimento Total;Batido;5649;Ana Sophia Nogueira;rochathales@example.net;2009-11-05;Analista;6181.26;;;;;
5650;Volume 10k;Batimento Total;Batido;5650;Marina Moura;asales@example.net;2010-04-02;Diretor;9240.23;;;;;
5651;Volume 10k;Batimento Total;Batido;5651;Davi Lucas Costa;das-nevescatarina@example.com;2019-10-31;Diretor;6323.11;;;;;
5652;Volume 10k;Batimento Total;Batido;5652;Heloísa Cunha;ericknovaes@example.org;2001-07-21;Diretor;7655.46;;;;;
5653;Volume 10k;Batimento Total;Batido;5653;Marina Pires;catarinanovaes@example.com;2009-06-27;Diretor;9456.99;;;;;
5654;Volume 10k;Batimento Total;Batido;5654;Enzo Freitas;aazevedo@example.com;2004-04-10;Gerente;9614.4;;;;;
5655;Volume 10k;Batimento Total;Batido;5655;Diogo Nogueira;cauealmeida@example.org;1992-09-09;Diretor;5829.66;;;;;
5656;Volume 10k;Batimento Total;Batido;5656;Brenda da Rocha;novaesyago@example.net;2005-02-22;Gerente;5694.94;;;;;
5657;Volume 10k;Batimento Total;Batido;5657;Gustavo Castro;arthur89@example.org;1994-08-06;Analista;9849.79;;;;;
5658;Volume 10k;Batimento Total;Batido;5658;Gustavo Henrique Farias;znunes@example.com;2003-10-22;Analista;9051.78;;;;;
5659;Volume 10k;Batimento Total;Batido;5659;Marcela Castro;vitor-hugoda-mota@example.net;2022-03-05;Analista;7286.63;;;;;
5660;Volume 10k;Batimento Total;Batido;5660;Lucas Porto;davi-lucas42@example.org;2003-12-18;Analista;7925.6;;;;;
5661;Volume 10k;Batimento Total;Batido;5661;Elisa Cardoso;fogacalorena@example.com;2014-07-11;Gerente;8873.0;;;;;
5662;Volume 10k;Batimento Total;Batido;5662;Ana Clara Moura;paulolopes@example.com;1997-12-29;Diretor;6651.32;;;;;
5663;Volume 10k;Batimento Total;Batido;5663;Erick Barros;laura26@example.net;2011-06-09;Gerente;8699.7;;;;;
5664;Volume 10k;Batimento Total;Batido;5664;Rafaela Araújo;haraujo@example.net;2012-11-08;Analista;7933.82;;;;;
5665;Volume 10k;Batimento Total;Batido;5665;Caio Barbosa;clarice78@example.net;2022-03-11;Gerente;5414.39;;;;;
5666;Volume 10k;Batimento Total;Batido;5666;Rodrigo da Mata;ccosta@example.com;2006-12-12;Analista;9760.16;;;;;
5667;Volume 10k;Batimento Total;Batido;5667;Lucca Cunha;castrovitor-gabriel@example.com;2021-11-27;Diretor;9712.64;;;;;
5668;Volume 10k;Batimento Total;Batido;5668;Enrico Nascimento;joao-vitorvieira@example.org;1996-11-12;Diretor;5484.49;;;;;
5669;Volume 10k;Batimento Total;Batido;5669;Larissa Fogaça;elisaramos@example.net;1996-05-02;Analista;6478.0;;;;;
5670;Volume 10k;Batimento Total;Batido;5670;Ana Laura Correia;stellafernandes@example.org;1999-04-08;Diretor;8679.89;;;;;
5671;Volume 10k;Batimento Total;Batido;5671;Renan Fogaça;clara57@example.net;2005-12-26;Analista;5545.6;;;;;
5672;Volume 10k;Batimento Total;Batido;5672;Thiago Freitas;antonio06@example.net;1993-08-31;Analista;5177.59;;;;;
5673;Volume 10k;Batimento Total;Batido;5673;Pedro Lucas Aragão;acunha@example.com;1996-12-17;Gerente;9814.37;;;;;
5674;Volume 10k;Batimento Total;Batido;5674;Ana Júlia Porto;joao-vitor95@example.org;2019-04-20;Gerente;9272.92;;;;;
5675;Volume 10k;Batimento Total;Batido;5675;Bruna da Cunha;portopaulo@example.net;2011-07-29;Diretor;7962.85;;;;;
5676;Volume 10k;Batimento Total;Batido;5676;Manuela Porto;melomaria-alice@example.org;2000-07-19;Analista;6079.53;;;;;
5677;Volume 10k;Batimento Total;Batido;5677;Bruna Moraes;levicosta@example.org;1995-10-13;Diretor;5640.53;;;;;
5678;Volume 10k;Batimento Total;Batido;5678;Ana Vitória Oliveira;correiamaria-alice@example.com;2008-03-22;Diretor;6421.43;;;;;
5679;Volume 10k;Batimento Total;Batido;5679;Maria Cecília da Luz;ana-clarada-conceicao@example.com;1998-04-30;Gerente;5465.87;;;;;
5680;Volume 10k;Batimento Total;Batido;5680;Gabriel Martins;hsilveira@example.com;2018-12-22;Diretor;9495.55;;;;;
5681;Volume 10k;Batimento Total;Batido;5681;Joana da Rocha;joana21@example.net;2004-08-23;Analista;6014.64;;;;;
5682;Volume 10k;Batimento Total;Batido;5682;Sabrina Ramos;rodrigo47@example.com;1999-07-24;Analista;8898.95;;;;;
5683;Volume 10k;Batimento Total;Batido;5683;Ana Beatriz Fogaça;da-motaana-beatriz@example.com;2001-07-21;Analista;8355.52;;;;;
5684;Volume 10k;Batimento Total;Batido;5684;Sabrina Pereira;carvalhomanuela@example.org;2012-04-08;Diretor;6757.75;;;;;
5685;Volume 10k;Batimento Total;Batido;5685;Mariana da Paz;da-motaraquel@example.com;2004-08-01;Diretor;6212.32;;;;;
5686;Volume 10k;Batimento Total;Batido;5686;Cecília Aragão;anthony05@example.org;2005-07-05;Diretor;7005.12;;;;;
5687;Volume 10k;Batimento Total;Batido;5687;Noah Rodrigues;xmonteiro@example.net;1999-05-11;Diretor;8533.97;;;;;
5688;Volume 10k;Batimento Total;Batido;5688;Pedro Azevedo;joao-pedro99@example.com;2018-12-08;Gerente;6667.6;;;;;
5689;Volume 10k;Batimento Total;Batido;5689;Maria Julia Costa;leonardoda-luz@example.org;2006-10-18;Gerente;5926.24;;;;;
5690;Volume 10k;Batimento Total;Batido;5690;Bryan Campos;joao-pedro32@example.com;2015-02-02;Diretor;5299.73;;;;;
5691;Volume 10k;Batimento Total;Batido;5691;Alice Nunes;igor61@example.org;2015-06-08;Gerente;6865.65;;;;;
5692;Volume 10k;Batimento Total;Batido;5692;Caroline Barbosa;matheus65@example.net;1998-02-05;Analista;9295.3;;;;;
5693;Volume 10k;Batimento Total;Batido;5693;Bruna Peixoto;xlima@example.com;1993-07-11;Gerente;5638.17;;;;;
5694;Volume 10k;Batimento Total;Batido;5694;Isabelly Peixoto;vbarbosa@example.com;2016-09-28;Diretor;5669.1;;;;;
5695;Volume 10k;Batimento Total;Batido;5695;Ana Vitória das Neves;joao-vitorda-rosa@example.com;2010-09-22;Gerente;9149.26;;;;;
5696;Volume 10k;Batimento Total;Batido;5696;Cecília Silva;bryan05@example.com;2015-11-10;Analista;8176.22;;;;;
5697;Volume 10k;Batimento Total;Batido;5697;Isabelly Santos;lucasda-mota@example.org;2008-10-14;Diretor;8710.81;;;;;
5698;Volume 10k;Batimento Total;Batido;5698;Luigi Porto;pietrogoncalves@example.net;2022-06-29;Diretor;5501.91;;;;;
5699;Volume 10k;Batimento Total;Batido;5699;João Lucas Aragão;barbarafarias@example.net;2003-07-20;Diretor;7335.3;;;;;
5700;Volume 10k;Batimento Total;Batido;5700;Kevin Martins;maiteda-luz@example.com;1993-07-21;Analista;9036.34;;;;;
5701;Volume 10k;Batimento Total;Batido;5701;Natália Freitas;bgoncalves@example.com;1993-12-22;Diretor;5701.36;;;;;
5702;Volume 10k;Batimento Total;Batido;5702;Pietra Rocha;boliveira@example.org;2007-02-26;Diretor;5470.14;;;;;
5703;Volume 10k;Batimento Total;Batido;5703;Maria Fernanda da Cunha;biancada-costa@example.com;1999-03-25;Analista;9921.2;;;;;
5704;Volume 10k;Batimento Total;Batido;5704;Augusto Pereira;igorfreitas@example.org;2019-01-18;Gerente;6279.58;;;;;
5705;Volume 10k;Batimento Total;Batido;5705;Rebeca Peixoto;bda-mata@example.org;2010-12-19;Gerente;5043.89;;;;;
5706;Volume 10k;Batimento Total;Batido;5706;Clara Peixoto;jesussophia@example.org;1998-05-17;Gerente;8087.56;;;;;
5707;Volume 10k;Batimento Total;Batido;5707;Diego Fernandes;luiz-otaviomoraes@example.org;2002-12-02;Diretor;6575.31;;;;;
5708;Volume 10k;Batimento Total;Batido;5708;Sofia Costa;gustavo-henriqueoliveira@example.net;1993-12-20;Analista;5547.62;;;;;
5709;Volume 10k;Batimento Total;Batido;5709;Camila da Cunha;fpinto@example.net;2004-11-11;Analista;7910.26;;;;;
5710;Volume 10k;Batimento Total;Batido;5710;Lorenzo Cavalcanti;ribeiropietro@example.net;2008-04-30;Gerente;7253.36;;;;;
5711;Volume 10k;Batimento Total;Batido;5711;André Sales;lucas-gabrielcorreia@example.net;2015-09-24;Diretor;9734.36;;;;;
5712;Volume 10k;Batimento Total;Batido;5712;Maria Vitória Souza;costelaelisa@example.org;2012-06-06;Analista;6167.86;;;;;
5713;Volume 10k;Batimento Total;Batido;5713;Esther da Rosa;nrocha@example.com;2011-07-16;Analista;7438.99;;;;;
5714;Volume 10k;Batimento Total;Batido;5714;Nicolas Sales;oda-mata@example.org;2013-03-26;Analista;9346.81;;;;;
5715;Volume 10k;Batimento Total;Batido;5715;Davi Lucas da Conceição;maria-vitoriaramos@example.com;2016-06-13;Analista;6120.0;;;;;
5716;Volume 10k;Batimento Total;Batido;5716;João Jesus;davi-luiz73@example.org;2020-02-06;Analista;5917.95;;;;;
5717;Volume 10k;Batimento Total;Batido;5717;Gustavo Henrique Ferreira;gustavo-henriqueduarte@example.net;1999-04-08;Analista;7194.38;;;;;
5718;Volume 10k;Batimento Total;Batido;5718;Bianca Teixeira;matheusrocha@example.org;2014-10-03;Analista;7831.56;;;;;
5719;Volume 10k;Batimento Total;Batido;5719;Catarina da Luz;leandro53@example.com;2009-01-03;Analista;7869.19;;;;;
5720;Volume 10k;Batimento Total;Batido;5720;Alana Costela;ivieira@example.org;2020-07-12;Diretor;8844.1;;;;;
5721;Volume 10k;Batimento Total;Batido;5721;Samuel das Neves;varagao@example.net;1999-12-15;Analista;7565.66;;;;;
5722;Volume 10k;Batimento Total;Batido;5722;Caroline Oliveira;fribeiro@example.org;1996-01-02;Analista;9154.59;;;;;
5723;Volume 10k;Batimento Total;Batido;5723;Maitê da Conceição;poliveira@example.com;2016-04-11;Analista;5990.16;;;;;
5724;Volume 10k;Batimento Total;Batido;5724;Beatriz da Rosa;rezendebeatriz@example.com;2013-12-09;Analista;6509.76;;;;;
