Id;Parente;Conciliacao;Regra;Status;Codigo;Nome;Email;Data;Cargo;Salario;Nome (Diferenca);Email (Diferenca);Data (Diferenca);Cargo (Diferenca);Salario (Diferenca);
5728;5728;Volume 10k;Agencia/Conta;Matched;5728;Marina Barros;rdias@example.net;2008-08-16;Analista;8587.3;;;;;;
5729;5729;Volume 10k;Agencia/Conta;Matched;5729;Lorena Ara�jo;da-rosaluiz-fernando@example.net;2007-05-30;Diretor;6110.94;;;;;;
5730;5730;Volume 10k;Agencia/Conta;Matched;5730;Pedro Henrique Rocha;azevedosarah@example.com;1999-06-04;Gerente;7233.25;;;;;;
5731;5731;Volume 10k;Agencia/Conta;Matched;5731;Milena da Rosa;souzalaura@example.net;1998-11-05;Analista;8882.16;;;;;;
5732;5732;Volume 10k;Agencia/Conta;Matched;5732;Vinicius Barbosa;beniciomartins@example.net;2001-12-01;Analista;7630.65;;;;;;
5733;5733;Volume 10k;Agencia/Conta;Matched;5733;Sabrina Porto;heitor99@example.org;2022-07-03;Diretor;5284.5;;;;;;
5734;5734;Volume 10k;Agencia/Conta;Matched;5734;Lara Duarte;fogacaleonardo@example.com;2020-04-21;Gerente;6946.15;;;;;;
5735;5735;Volume 10k;Agencia/Conta;Matched;5735;B�rbara Barbosa;hcastro@example.com;2005-01-19;Gerente;7257.96;;;;;;
5736;5736;Volume 10k;Agencia/Conta;Matched;5736;Jo�o Lucas Caldeira;da-matajoaquim@example.org;1993-07-12;Gerente;7077.44;;;;;;
5737;5737;Volume 10k;Agencia/Conta;Matched;5737;Lorenzo Rocha;martinsdiego@example.net;2004-11-11;Gerente;7580.48;;;;;;
5738;5738;Volume 10k;Agencia/Conta;Matched;5738;Marcelo Fernandes;da-motamariana@example.com;2018-06-19;Gerente;8019.18;;;;;;
5739;5739;Volume 10k;Agencia/Conta;Matched;5739;Thales Azevedo;yuriviana@example.org;1997-05-25;Diretor;6446.16;;;;;;
5740;5740;Volume 10k;Agencia/Conta;Matched;5740;Jo�o Rodrigues;lopesmarcela@example.org;2000-11-14;Gerente;7333.79;;;;;;
5741;5741;Volume 10k;Agencia/Conta;Matched;5741;Marcos Vinicius Nogueira;marcelo04@example.org;1993-06-08;Analista;7689.6;;;;;;
5742;5742;Volume 10k;Agencia/Conta;Matched;5742;Ana L�via Arag�o;marcos-vinicius22@example.org;2020-05-09;Gerente;6923.3;;;;;;
5743;5743;Volume 10k;Agencia/Conta;Matched;5743;Luigi Azevedo;ramosmarcelo@example.net;2011-12-31;Diretor;6859.7;;;;;;
5744;5744;Volume 10k;Agencia/Conta;Matched;5744;Lav�nia Azevedo;da-luzmaria-eduarda@example.org;2022-02-13;Gerente;8815.83;;;;;;
5745;5745;Volume 10k;Agencia/Conta;Matched;5745;Maria Cec�lia Pires;caua68@example.org;2018-05-02;Gerente;9343.78;;;;;;
5746;5746;Volume 10k;Agencia/Conta;Matched;5746;Vitor Pinto;npinto@example.org;1997-05-21;Diretor;9325.86;;;;;;
5747;5747;Volume 10k;Agencia/Conta;Matched;5747;Emanuelly da Paz;daniela67@example.com;1996-11-12;Gerente;8573.0;;;;;;
5748;5748;Volume 10k;Agencia/Conta;Matched;5748;Leandro Pinto;anacampos@example.org;1993-06-24;Diretor;9626.81;;;;;;
5749;5749;Volume 10k;Agencia/Conta;Matched;5749;Ben�cio da Costa;olivia47@example.com;1998-01-18;Diretor;7031.6;;;;;;
5750;5750;Volume 10k;Agencia/Conta;Matched;5750;Enzo Castro;isabel44@example.org;2006-07-31;Gerente;8681.46;;;;;;
5751;5751;Volume 10k;Agencia/Conta;Matched;5751;Nat�lia Ferreira;ada-cruz@example.com;2017-11-20;Gerente;6502.33;;;;;;
5752;5752;Volume 10k;Agencia/Conta;Matched;5752;Sabrina Lopes;larissa47@example.com;1999-11-03;Gerente;5741.93;;;;;;
5753;5753;Volume 10k;Agencia/Conta;Matched;5753;Giovanna da Mota;anthony30@example.org;2019-09-23;Gerente;6834.42;;;;;;
5754;5754;Volume 10k;Agencia/Conta;Matched;5754;Davi Fernandes;yuri96@example.net;2005-02-27;Analista;9315.72;;;;;;
5755;5755;Volume 10k;Agencia/Conta;Matched;5755;Noah Peixoto;rodrigoviana@example.org;1996-10-27;Analista;6236.56;;;;;;
5756;5756;Volume 10k;Agencia/Conta;Matched;5756;Breno Monteiro;carlos-eduardo49@example.com;2003-09-18;Diretor;6479.36;;;;;;
5757;5757;Volume 10k;Agencia/Conta;Matched;5757;Ana Julia Ferreira;rodriguesana-livia@example.org;2008-05-27;Diretor;5808.36;;;;;;
5758;5758;Volume 10k;Agencia/Conta;Matched;5758;Sofia da Mota;fogacaemanuelly@example.org;1999-10-30;Diretor;7557.96;;;;;;
5759;5759;Volume 10k;Agencia/Conta;Matched;5759;Melissa Gomes;maria-fernandadas-neves@example.net;2006-01-22;Gerente;7364.0;;;;;;
5760;5760;Volume 10k;Agencia/Conta;Matched;5760;Cau� Teixeira;souzaamanda@example.org;2010-09-25;Analista;5385.44;;;;;;
5761;5761;Volume 10k;Agencia/Conta;Matched;5761;Olivia Ramos;luiz-otaviopereira@example.com;1999-11-02;Gerente;8575.93;;;;;;
5762;5762;Volume 10k;Agencia/Conta;Matched;5762;Thales Rezende;isabellacaldeira@example.com;2012-03-22;Gerente;8114.45;;;;;;
5763;5763;Volume 10k;Agencia/Conta;Matched;5763;Gustavo Jesus;vitor70@example.com;2018-12-11;Diretor;8297.9;;;;;;
5764;5764;Volume 10k;Agencia/Conta;Matched;5764;Danilo da Rocha;juliaalves@example.net;1996-04-11;Analista;5164.59;;;;;;
5765;5765;Volume 10k;Agencia/Conta;Matched;5765;Fernanda Mendes;martinsbreno@example.net;2014-08-09;Diretor;5772.22;;;;;;
5766;5766;Volume 10k;Agencia/Conta;Matched;5766;Diego Moreira;lara14@example.com;2020-04-12;Analista;5468.76;;;;;;
5767;5767;Volume 10k;Agencia/Conta;Matched;5767;Cau� Correia;eda-mata@example.net;1994-12-02;Diretor;8127.69;;;;;;
5768;5768;Volume 10k;Agencia/Conta;Matched;5768;Luiz Henrique Arag�o;cavalcantipaulo@example.net;1996-09-25;Diretor;9882.13;;;;;;
5769;5769;Volume 10k;Agencia/Conta;Matched;5769;Stephany Moura;acarvalho@example.com;1998-09-10;Analista;9416.45;;;;;;
5770;5770;Volume 10k;Agencia/Conta;Matched;5770;Lara Cunha;uribeiro@example.org;2010-11-21;Analista;9178.4;;;;;;
5771;5771;Volume 10k;Agencia/Conta;Matched;5771;Marcos Vinicius Almeida;ryan89@example.com;2014-06-28;Diretor;9580.87;;;;;;
5772;5772;Volume 10k;Agencia/Conta;Matched;5772;Theo da Luz;eferreira@example.org;2010-02-16;Diretor;8059.26;;;;;;
5773;5773;Volume 10k;Agencia/Conta;Matched;5773;Rafaela Duarte;leticiada-cunha@example.org;2009-04-19;Gerente;7291.2;;;;;;
5774;5774;Volume 10k;Agencia/Conta;Matched;5774;Valentina Ramos;silvaemilly@example.com;1996-03-31;Analista;8677.15;;;;;;
5775;5775;Volume 10k;Agencia/Conta;Matched;5775;Gustavo da Rosa;luana98@example.net;2012-02-08;Gerente;8436.85;;;;;;
5776;5776;Volume 10k;Agencia/Conta;Matched;5776;Evelyn Pereira;umonteiro@example.org;2016-08-30;Gerente;8214.71;;;;;;
5777;5777;Volume 10k;Agencia/Conta;Matched;5777;Alexia Azevedo;maria-fernandafarias@example.net;1994-06-24;Analista;8909.35;;;;;;
5778;5778;Volume 10k;Agencia/Conta;Matched;5778;Maria Sophia Lima;qteixeira@example.org;2018-03-04;Analista;6885.28;;;;;;
5779;5779;Volume 10k;Agencia/Conta;Matched;5779;Bruna Porto;isadoraferreira@example.org;2020-04-27;Analista;5720.5;;;;;;
5780;5780;Volume 10k;Agencia/Conta;Matched;5780;Alice Barros;maria-ceciliaalmeida@example.net;2001-06-28;Analista;7696.66;;;;;;
5781;5781;Volume 10k;Agencia/Conta;Matched;5781;Ana Carolina das Neves;csantos@example.net;2020-08-29;Diretor;5096.69;;;;;;
5782;5782;Volume 10k;Agencia/Conta;Matched;5782;Miguel Martins;leandroda-mata@example.com;2010-10-22;Analista;7363.83;;;;;;
5783;5783;Volume 10k;Agencia/Conta;Matched;5783;Diogo Pires;dviana@example.net;2020-03-11;Analista;5186.43;;;;;;
5784;5784;Volume 10k;Agencia/Conta;Matched;5784;Stephany da Mota;mendesmaysa@example.org;2015-02-15;Gerente;7724.45;;;;;;
5785;5785;Volume 10k;Agencia/Conta;Matched;5785;Maria Sophia Cardoso;pedro-lucas19@example.com;2010-06-16;Analista;5867.95;;;;;;
5786;5786;Volume 10k;Agencia/Conta;Matched;5786;B�rbara da Cruz;daniela67@example.org;1996-04-23;Gerente;5270.7;;;;;;
5787;5787;Volume 10k;Agencia/Conta;Matched;5787;J�lia Ara�jo;cardosoenrico@example.com;2008-05-15;Gerente;7448.0;;;;;;
5788;5788;Volume 10k;Agencia/Conta;Matched;5788;Nicolas Lima;vitoriavieira@example.org;1994-11-01;Diretor;7690.31;;;;;;
5789;5789;Volume 10k;Agencia/Conta;Matched;5789;Maria Vit�ria Silveira;bcavalcanti@example.com;2004-08-21;Analista;9779.31;;;;;;
5790;5790;Volume 10k;Agencia/Conta;Matched;5790;Leandro Santos;luiz-gustavocunha@example.net;2013-02-01;Gerente;9376.78;;;;;;
5791;5791;Volume 10k;Agencia/Conta;Matched;5791;Andr� da Mota;joana06@example.net;2004-01-09;Diretor;7790.77;;;;;;
5792;5792;Volume 10k;Agencia/Conta;Matched;5792;Luiz Henrique Gon�alves;marcos-viniciuspeixoto@example.org;1994-03-20;Diretor;8108.59;;;;;;
5793;5793;Volume 10k;Agencia/Conta;Matched;5793;Alexia Pereira;lucas-gabriel15@example.net;2017-11-25;Gerente;6798.53;;;;;;
5794;5794;Volume 10k;Agencia/Conta;Matched;5794;Nicolas Jesus;doliveira@example.net;2002-05-22;Diretor;7621.24;;;;;;
5795;5795;Volume 10k;Agencia/Conta;Matched;5795;Maria Costela;pintolavinia@example.org;1993-05-20;Diretor;8004.29;;;;;;
5796;5796;Volume 10k;Agencia/Conta;Matched;5796;Francisco Cavalcanti;joaquimrodrigues@example.org;2006-03-22;Gerente;9345.46;;;;;;
5797;5797;Volume 10k;Agencia/Conta;Matched;5797;Catarina Dias;dcavalcanti@example.org;1998-05-02;Gerente;9883.4;;;;;;
5798;5798;Volume 10k;Agencia/Conta;Matched;5798;Pietro da Mota;ncostela@example.com;1995-11-16;Gerente;7952.35;;;;;;
5799;5799;Volume 10k;Agencia/Conta;Matched;5799;Maria Luiza Farias;jalmeida@example.net;2011-12-07;Diretor;6797.12;;;;;;
5800;5800;Volume 10k;Agencia/Conta;Matched;5800;Lav�nia Arag�o;cunhamurilo@example.net;1992-08-01;Analista;7500.33;;;;;;
5801;5801;Volume 10k;Agencia/Conta;Matched;5801;Let�cia Moura;kaique83@example.com;2013-01-07;Diretor;9748.2;;;;;;
5802;5802;Volume 10k;Agencia/Conta;Matched;5802;Arthur Teixeira;kda-rosa@example.org;1993-12-26;Analista;7682.61;;;;;;
5803;5803;Volume 10k;Agencia/Conta;Matched;5803;Ana Carolina Ferreira;kmartins@example.com;2005-03-08;Gerente;5565.17;;;;;;
5804;5804;Volume 10k;Agencia/Conta;Matched;5804;Joaquim da Rocha;isaac29@example.org;2007-09-20;Gerente;9146.1;;;;;;
5805;5805;Volume 10k;Agencia/Conta;Matched;5805;Sabrina Moreira;benicio68@example.com;1996-01-06;Gerente;9563.18;;;;;;
5806;5806;Volume 10k;Agencia/Conta;Matched;5806;Jo�o Felipe Peixoto;ynogueira@example.net;1993-10-01;Analista;9167.91;;;;;;
5807;5807;Volume 10k;Agencia/Conta;Matched;5807;Ana Beatriz Oliveira;gomesenzo@example.org;2008-04-07;Gerente;8976.15;;;;;;
5808;5808;Volume 10k;Agencia/Conta;Matched;5808;Daniel Pereira;paulopires@example.net;2000-03-15;Analista;6998.41;;;;;;
5809;5809;Volume 10k;Agencia/Conta;Matched;5809;L�via Freitas;edas-neves@example.net;2000-05-05;Diretor;5934.4;;;;;;
5810;5810;Volume 10k;Agencia/Conta;Matched;5810;Alice Ramos;dnunes@example.net;2008-06-07;Analista;7366.73;;;;;;
5811;5811;Volume 10k;Agencia/Conta;Matched;5811;Matheus Alves;ninamoreira@example.com;1998-06-11;Diretor;7487.38;;;;;;
5812;5812;Volume 10k;Agencia/Conta;Matched;5812;Thiago Monteiro;mda-rosa@example.com;1994-05-04;Diretor;5676.34;;;;;;
5813;5813;Volume 10k;Agencia/Conta;Matched;5813;Alexandre das Neves;gustavo-henrique93@example.org;1999-07-09;Diretor;5825.9;;;;;;
5814;5814;Volume 10k;Agencia/Conta;Matched;5814;Maria Fernanda Arag�o;sduarte@example.org;2022-03-14;Analista;9033.17;;;;;;
5815;5815;Volume 10k;Agencia/Conta;Matched;5815;Diego Gon�alves;rebecacampos@example.org;1995-01-30;Gerente;5887.55;;;;;;
5816;5816;Volume 10k;Agencia/Conta;Matched;5816;Isabel da Cruz;ana-claramonteiro@example.net;1997-07-13;Diretor;7744.12;;;;;;
5817;5817;Volume 10k;Agencia/Conta;Matched;5817;Caroline Caldeira;pedro-henrique25@example.org;2018-02-26;Diretor;9486.99;;;;;;
5818;5818;Volume 10k;Agencia/Conta;Matched;5818;Yasmin Duarte;pedrofogaca@example.com;2014-07-28;Analista;8592.3;;;;;;
5819;5819;Volume 10k;Agencia/Conta;Matched;5819;Bryan Campos;mgoncalves@example.org;2013-03-04;Gerente;8244.56;;;;;;
5820;5820;Volume 10k;Agencia/Conta;Matched;5820;Lucas Ferreira;kfreitas@example.net;1994-02-19;Diretor;9830.9;;;;;;
5821;5821;Volume 10k;Agencia/Conta;Matched;5821;Cau� Oliveira;bryan36@example.org;2015-02-11;Diretor;8607.18;;;;;;
5822;5822;Volume 10k;Agencia/Conta;Matched;5822;Ian da Mata;nogueiramilena@example.net;1996-05-02;Gerente;8923.26;;;;;;
5823;5823;Volume 10k;Agencia/Conta;Matched;5823;Clarice Carvalho;maria-alice17@example.com;2016-08-31;Gerente;5383.97;;;;;;
5824;5824;Volume 10k;Agencia/Conta;Matched;5824;Marcos Vinicius Santos;brocha@example.net;2005-02-03;Gerente;8540.6;;;;;;
5825;5825;Volume 10k;Agencia/Conta;Matched;5825;Sophia Rezende;yda-luz@example.com;2012-12-04;Gerente;6197.87;;;;;;
5826;5826;Volume 10k;Agencia/Conta;Matched;5826;Francisco Costa;yasmin80@example.com;2021-02-07;Diretor;6007.87;;;;;;
5827;5827;Volume 10k;Agencia/Conta;Matched;5827;Bianca Santos;theo04@example.org;2016-04-30;Analista;6218.95;;;;;;
5828;5828;Volume 10k;Agencia/Conta;Matched;5828;Bianca Moreira;uda-cruz@example.net;2010-11-08;Diretor;5531.9;;;;;;
5829;5829;Volume 10k;Agencia/Conta;Matched;5829;Bryan Alves;da-cruzlucca@example.com;1993-05-18;Gerente;9558.61;;;;;;
5830;5830;Volume 10k;Agencia/Conta;Matched;5830;Guilherme da Paz;dfarias@example.net;2014-02-16;Diretor;9328.69;;;;;;
5831;5831;Volume 10k;Agencia/Conta;Matched;5831;Emanuella Silva;erickcavalcanti@example.net;2016-01-10;Diretor;5400.8;;;;;;
5832;5832;Volume 10k;Agencia/Conta;Matched;5832;Amanda Costa;vazevedo@example.com;2006-12-17;Analista;8935.92;;;;;;
5833;5833;Volume 10k;Agencia/Conta;Matched;5833;Lara Duarte;bcampos@example.net;2001-02-07;Diretor;8528.88;;;;;;
5834;5834;Volume 10k;Agencia/Conta;Matched;5834;Maria Vit�ria Moreira;eduardaviana@example.org;2011-12-02;Analista;6004.11;;;;;;
5835;5835;Volume 10k;Agencia/Conta;Matched;5835;Maria Alice Nunes;goncalvessophie@example.com;2011-04-20;Analista;8038.11;;;;;;
5836;5836;Volume 10k;Agencia/Conta;Matched;5836;Maria Sophia Castro;vitorpinto@example.com;2000-06-29;Diretor;8758.72;;;;;;
5837;5837;Volume 10k;Agencia/Conta;Matched;5837;Luiz Ot�vio Dias;gda-luz@example.org;2018-12-24;Gerente;5358.78;;;;;;
5838;5838;Volume 10k;Agencia/Conta;Matched;5838;Cau� Nascimento;kcampos@example.org;2020-03-06;Gerente;8401.35;;;;;;
5839;5839;Volume 10k;Agencia/Conta;Matched;5839;Cau� Campos;aragaomaria-clara@example.net;2008-03-23;Gerente;9200.4;;;;;;
5840;5840;Volume 10k;Agencia/Conta;Matched;5840;Ian da Mota;pvieira@example.net;2008-12-18;Gerente;7266.4;;;;;;
5841;5841;Volume 10k;Agencia/Conta;Matched;5841;Henrique Rezende;enrico34@example.com;2014-02-27;Analista;9242.4;;;;;;
5842;5842;Volume 10k;Agencia/Conta;Matched;5842;Yasmin Barros;ugoncalves@example.com;1997-03-27;Diretor;7823.83;;;;;;
5843;5843;Volume 10k;Agencia/Conta;Matched;5843;Pietra Monteiro;ida-mota@example.org;2013-12-20;Analista;8703.24;;;;;;
5844;5844;Volume 10k;Agencia/Conta;Matched;5844;Alana Nascimento;henriquedias@example.org;2005-10-10;Analista;8865.69;;;;;;
5845;5845;Volume 10k;Agencia/Conta;Matched;5845;Daniel Cardoso;tfarias@example.com;2013-02-07;Analista;6600.9;;;;;;
5846;5846;Volume 10k;Agencia/Conta;Matched;5846;Miguel Farias;ucardoso@example.com;2005-08-02;Gerente;7794.41;;;;;;
5847;5847;Volume 10k;Agencia/Conta;Matched;5847;Ana Carolina Costela;lavinia14@example.org;2006-02-07;Analista;7657.98;;;;;;
5848;5848;Volume 10k;Agencia/Conta;Matched;5848;Felipe Azevedo;cmelo@example.net;1998-08-04;Analista;5171.58;;;;;;
5849;5849;Volume 10k;Agencia/Conta;Matched;5849;Miguel Melo;joao-gabrielfernandes@example.org;1998-04-07;Diretor;5364.96;;;;;;
5850;5850;Volume 10k;Agencia/Conta;Matched;5850;Valentina da Cruz;epereira@example.com;2019-12-20;Diretor;7511.19;;;;;;
5851;5851;Volume 10k;Agencia/Conta;Matched;5851;Valentina Ribeiro;cauamoreira@example.com;2020-08-22;Diretor;6231.28;;;;;;
5852;5852;Volume 10k;Agencia/Conta;Matched;5852;Calebe Viana;wda-rocha@example.com;2003-06-09;Diretor;6261.35;;;;;;
5853;5853;Volume 10k;Agencia/Conta;Matched;5853;Nina Ribeiro;monteirolevi@example.net;2008-08-01;Diretor;8693.36;;;;;;
5854;5854;Volume 10k;Agencia/Conta;Matched;5854;Nicolas Ribeiro;alopes@example.com;2011-02-19;Gerente;7710.91;;;;;;
5855;5855;Volume 10k;Agencia/Conta;Matched;5855;Julia Vieira;fogacaana-clara@example.com;2018-07-26;Analista;9646.9;;;;;;
5856;5856;Volume 10k;Agencia/Conta;Matched;5856;Ana Carolina Carvalho;theoribeiro@example.com;2018-02-26;Analista;7276.79;;;;;;
5857;5857;Volume 10k;Agencia/Conta;Matched;5857;Murilo Ramos;rafael74@example.com;2022-04-03;Diretor;8508.98;;;;;;
5858;5858;Volume 10k;Agencia/Conta;Matched;5858;Augusto Freitas;da-luzsabrina@example.net;1995-10-30;Diretor;8626.61;;;;;;
5859;5859;Volume 10k;Agencia/Conta;Matched;5859;Nina Santos;almeidabernardo@example.com;1999-01-30;Analista;6515.22;;;;;;
5860;5860;Volume 10k;Agencia/Conta;Matched;5860;Pedro Henrique Azevedo;eduardo79@example.net;2011-12-20;Diretor;7022.16;;;;;;
5861;5861;Volume 10k;Agencia/Conta;Matched;5861;Beatriz Silveira;maria-vitoriamartins@example.org;1994-02-10;Diretor;9860.47;;;;;;
5862;5862;Volume 10k;Agencia/Conta;Matched;5862;Pedro Dias;maria57@example.com;2004-02-16;Gerente;9099.68;;;;;;
5863;5863;Volume 10k;Agencia/Conta;Matched;5863;Marcos Vinicius Foga�a;portoandre@example.com;1995-04-30;Diretor;6590.47;;;;;;
5864;5864;Volume 10k;Agencia/Conta;Matched;5864;Maria Alice da Cunha;juliana71@example.net;2008-03-18;Diretor;7155.14;;;;;;
5865;5865;Volume 10k;Agencia/Conta;Matched;5865;Al�cia Dias;da-costasofia@example.com;1994-01-09;Gerente;8667.96;;;;;;
5866;5866;Volume 10k;Agencia/Conta;Matched;5866;Pietra Silva;xvieira@example.org;2013-02-15;Gerente;7354.55;;;;;;
5867;5867;Volume 10k;Agencia/Conta;Matched;5867;Samuel Melo;da-cunhaana-vitoria@example.net;1996-05-24;Diretor;6372.78;;;;;;
5868;5868;Volume 10k;Agencia/Conta;Matched;5868;Agatha Alves;zgoncalves@example.org;2008-05-31;Analista;7261.19;;;;;;
5869;5869;Volume 10k;Agencia/Conta;Matched;5869;Nat�lia da Costa;luiz-fernando34@example.org;2014-07-06;Gerente;9632.65;;;;;;
5870;5870;Volume 10k;Agencia/Conta;Matched;5870;Kaique Martins;fogacalucas@example.com;2005-08-15;Diretor;7685.36;;;;;;
5871;5871;Volume 10k;Agencia/Conta;Matched;5871;Luiz Ot�vio da Mata;gabriela02@example.org;2008-02-02;Diretor;9061.55;;;;;;
5872;5872;Volume 10k;Agencia/Conta;Matched;5872;Eloah Vieira;isabella30@example.net;2000-06-08;Diretor;9342.7;;;;;;
5873;5873;Volume 10k;Agencia/Conta;Matched;5873;Agatha da Luz;ada-cunha@example.org;2007-09-17;Gerente;7764.42;;;;;;
5874;5874;Volume 10k;Agencia/Conta;Matched;5874;Daniela Vieira;moliveira@example.net;2008-05-24;Analista;6625.13;;;;;;
5875;5875;Volume 10k;Agencia/Conta;Matched;5875;Lucas Gabriel Ramos;fogacajoao-felipe@example.org;2009-01-24;Diretor;8639.91;;;;;;
5876;5876;Volume 10k;Agencia/Conta;Matched;5876;Davi Lucas da Rocha;bramos@example.com;2002-12-25;Diretor;7144.1;;;;;;
5877;5877;Volume 10k;Agencia/Conta;Matched;5877;Lorenzo Moura;ceciliamoreira@example.com;2010-09-04;Gerente;9014.2;;;;;;
5878;5878;Volume 10k;Agencia/Conta;Matched;5878;Fernanda Almeida;stella62@example.net;2000-10-01;Gerente;9980.93;;;;;;
5879;5879;Volume 10k;Agencia/Conta;Matched;5879;Jo�o Miguel Duarte;novaeselisa@example.net;1996-10-29;Analista;7872.72;;;;;;
5880;5880;Volume 10k;Agencia/Conta;Matched;5880;Fernando da Concei��o;das-nevesmariane@example.net;2021-08-08;Diretor;8646.86;;;;;;
5881;5881;Volume 10k;Agencia/Conta;Matched;5881;Luiza Lima;emanuella86@example.net;2017-11-08;Gerente;9251.47;;;;;;
5882;5882;Volume 10k;Agencia/Conta;Matched;5882;Ian Ribeiro;ana-juliamelo@example.com;2010-04-09;Gerente;5696.47;;;;;;
5883;5883;Volume 10k;Agencia/Conta;Matched;5883;Mariane Azevedo;procha@example.com;2010-05-02;Diretor;8824.16;;;;;;
5884;5884;Volume 10k;Agencia/Conta;Matched;5884;Murilo Vieira;dcardoso@example.com;1995-02-27;Analista;6966.66;;;;;;
5885;5885;Volume 10k;Agencia/Conta;Matched;5885;Caroline Pereira;oduarte@example.com;2012-08-26;Gerente;5975.91;;;;;;
5886;5886;Volume 10k;Agencia/Conta;Matched;5886;Vitor Gabriel Cardoso;amendes@example.net;2004-03-25;Diretor;6831.73;;;;;;
5887;5887;Volume 10k;Agencia/Conta;Matched;5887;Giovanna Castro;isabel93@example.com;2013-10-20;Gerente;5368.22;;;;;;
5888;5888;Volume 10k;Agencia/Conta;Matched;5888;Jo�o Lucas da Costa;alexandrecardoso@example.com;2003-12-14;Gerente;8648.62;;;;;;
5889;5889;Volume 10k;Agencia/Conta;Matched;5889;La�s Costela;nunescalebe@example.net;2001-09-21;Gerente;6839.48;;;;;;
5890;5890;Volume 10k;Agencia/Conta;Matched;5890;Nathan Sales;ana-carolina72@example.net;2016-01-10;Analista;9118.23;;;;;;
5891;5891;Volume 10k;Agencia/Conta;Matched;5891;Gabrielly da Rocha;da-rosamanuela@example.com;2009-07-17;Analista;8162.34;;;;;;
5892;5892;Volume 10k;Agencia/Conta;Matched;5892;Eloah Lima;marcos-viniciusoliveira@example.net;1996-08-11;Gerente;6066.96;;;;;;
5893;5893;Volume 10k;Agencia/Conta;Matched;5893;Pedro Miguel da Rosa;diasyago@example.org;2010-07-01;Gerente;6335.74;;;;;;
5894;5894;Volume 10k;Agencia/Conta;Matched;5894;Esther Melo;carlos-eduardo53@example.com;2015-07-28;Gerente;5981.8;;;;;;
5895;5895;Volume 10k;Agencia/Conta;Matched;5895;Elisa Pereira;thiagosales@example.net;2012-06-24;Analista;6407.53;;;;;;
5896;5896;Volume 10k;Agencia/Conta;Matched;5896;Leandro Rodrigues;ana-beatriz93@example.com;1994-10-02;Gerente;5287.81;;;;;;
5897;5897;Volume 10k;Agencia/Conta;Matched;5897;Bruno Nogueira;fgomes@example.net;2010-05-21;Diretor;8672.62;;;;;;
5898;5898;Volume 10k;Agencia/Conta;Matched;5898;Let�cia Rezende;kamilly03@example.com;2009-03-25;Gerente;7270.49;;;;;;
5899;5899;Volume 10k;Agencia/Conta;Matched;5899;Sabrina Novaes;isabellyda-luz@example.com;1999-06-03;Gerente;9021.0;;;;;;
5900;5900;Volume 10k;Agencia/Conta;Matched;5900;Emanuelly da Costa;nathan85@example.com;1995-10-16;Diretor;5323.49;;;;;;
5901;5901;Volume 10k;Agencia/Conta;Matched;5901;Heitor da Rosa;oda-costa@example.org;2000-05-27;Gerente;7773.67;;;;;;
5902;5902;Volume 10k;Agencia/Conta;Matched;5902;Alice Pinto;rjesus@example.net;2015-04-02;Diretor;5529.38;;;;;;
5903;5903;Volume 10k;Agencia/Conta;Matched;5903;Manuela Barbosa;melissa74@example.net;2014-09-22;Analista;7720.51;;;;;;
5904;5904;Volume 10k;Agencia/Conta;Matched;5904;Esther Monteiro;da-rochavitor-gabriel@example.org;2005-10-25;Gerente;6440.83;;;;;;
5905;5905;Volume 10k;Agencia/Conta;Matched;5905;Fernanda Silva;bianca33@example.com;1997-12-28;Analista;7242.65;;;;;;
5906;5906;Volume 10k;Agencia/Conta;Matched;5906;Samuel da Luz;carvalhomaria-eduarda@example.org;2019-05-03;Analista;6060.89;;;;;;
5907;5907;Volume 10k;Agencia/Conta;Matched;5907;Luiz Miguel Pereira;joaquim90@example.net;2014-07-10;Gerente;7606.87;;;;;;
5908;5908;Volume 10k;Agencia/Conta;Matched;5908;Henrique Silva;da-rochamaria-luiza@example.org;2021-04-09;Gerente;9162.6;;;;;;
5909;5909;Volume 10k;Agencia/Conta;Matched;5909;Catarina Nascimento;almeidabenjamin@example.com;2005-10-27;Diretor;8435.69;;;;;;
5910;5910;Volume 10k;Agencia/Conta;Matched;5910;Henrique Ferreira;salesstephany@example.org;2013-11-29;Analista;6594.55;;;;;;
5911;5911;Volume 10k;Agencia/Conta;Matched;5911;Luiz Miguel Costa;isabellaaraujo@example.com;2022-05-19;Diretor;6970.29;;;;;;
5912;5912;Volume 10k;Agencia/Conta;Matched;5912;Levi Monteiro;da-motamaria-luiza@example.com;1994-04-03;Gerente;5278.14;;;;;;
5913;5913;Volume 10k;Agencia/Conta;Matched;5913;Ana L�via Cavalcanti;xcostela@example.net;2006-09-18;Gerente;7740.52;;;;;;
5914;5914;Volume 10k;Agencia/Conta;Matched;5914;Bianca Rodrigues;zlopes@example.net;2003-09-23;Analista;6553.52;;;;;;
5915;5915;Volume 10k;Agencia/Conta;Matched;5915;Marcelo das Neves;hcampos@example.net;2011-10-16;Analista;7782.4;;;;;;
5916;5916;Volume 10k;Agencia/Conta;Matched;5916;Luiz Henrique Sales;mariana55@example.com;2011-01-28;Gerente;8224.85;;;;;;
5917;5917;Volume 10k;Agencia/Conta;Matched;5917;Enzo Fernandes;manuelalopes@example.org;1999-10-21;Analista;9238.66;;;;;;
