Codigo; Nome; Email; Data; Cargo; Salario
4178;Maria Eduarda Fernandes;bryan51@example.com;2015-10-18;Gerente;5734.16;
4179;Maria Julia da Paz;yago06@example.net;2014-11-17;Gerente;5183.47;
4180;Luana Alves;alexandrevieira@example.org;1996-08-26;Diretor;6836.10;
4181;Luiz Felipe da Cunha;da-costapaulo@example.net;2002-03-01;Diretor;5050.92;
4182;Pedro Gomes;duartearthur@example.org;2016-08-24;Analista;9362.63;
4183;Alana da Rosa;maria10@example.net;2001-10-28;Gerente;6185.79;
4184;Bárbara da Rosa;camila12@example.net;1995-09-17;Gerente;5692.33;
4185;Laís da Conceição;nascimentoenzo-gabriel@example.com;2006-11-24;Analista;7411.66;
4186;Diogo Moura;thiagorezende@example.net;2009-08-14;Gerente;6478.4;
4187;Antônio Souza;carvalholorena@example.net;2021-08-31;Analista;6576.41;
4188;André Aragão;limanathan@example.org;2007-08-07;Diretor;8502.60;
4189;Ana Fogaça;luna74@example.com;1993-11-09;Diretor;9287.95;
4190;Isis Silva;fogacaian@example.org;2018-02-12;Gerente;5504.29;
4191;Alexandre da Luz;enzopires@example.com;1997-04-17;Gerente;5065.44;
4192;Clarice Melo;melosarah@example.org;2018-07-27;Diretor;5406.6;
4193;Anthony Moura;trodrigues@example.net;2002-02-28;Analista;7585.79;
4194;João Gabriel Rodrigues;matheusfogaca@example.com;1994-07-06;Analista;7944.16;
4195;Ana Julia das Neves;ana-sophiacunha@example.org;1995-11-13;Gerente;6135.65;
4196;Danilo da Cruz;theo15@example.net;2010-07-19;Analista;6233.13;
4197;Larissa Moura;mariane94@example.net;2002-05-13;Gerente;6443.41;
4198;Vinicius Nogueira;cardosoisadora@example.net;2019-02-21;Analista;9806.95;
4199;Isabel Melo;diasesther@example.com;2004-09-27;Analista;8022.27;
4200;Lucas Novaes;rcavalcanti@example.com;2015-08-23;Diretor;5564.37;
4201;Emanuella Pinto;isis07@example.net;2017-06-03;Diretor;6220.32;
4202;Marcelo Peixoto;ferreiraana-sophia@example.net;2012-09-18;Gerente;6406.82;
4203;Gustavo Freitas;vitor-hugomelo@example.net;2000-04-21;Gerente;5739.72;
4204;Laís Viana;daniel88@example.com;1993-04-02;Gerente;7758.63;
4205;Alice da Mata;castromaria-vitoria@example.org;2008-02-24;Analista;7729.11;
4206;Ana Vitória Aragão;tsilva@example.net;2010-08-17;Analista;5423.22;
4207;Ana Luiza Moura;antoniolima@example.net;2007-01-29;Gerente;8798.98;
4208;Lívia Silva;luiz-fernandoalves@example.com;2004-01-24;Gerente;6619.83;
4209;Melissa Lima;nascimentoyuri@example.org;2002-02-17;Analista;8139.85;
4210;Eduardo Peixoto;diego67@example.com;2004-03-19;Gerente;9475.37;
4211;Heloísa Aragão;correiaemanuella@example.org;2007-10-27;Diretor;7918.75;
4212;Gabrielly Pereira;antonio03@example.com;1993-10-24;Gerente;6432.71;
4213;Breno das Neves;joao-felipe21@example.com;2020-10-12;Gerente;9642.93;
4214;Luiz Henrique Costela;mariada-luz@example.net;2013-02-02;Analista;9975.56;
4215;Evelyn Duarte;otavio79@example.com;1998-08-28;Gerente;5009.79;
4216;Ryan Souza;melolivia@example.org;2010-10-22;Gerente;5272.20;
4217;Bianca da Paz;rgoncalves@example.net;2004-02-23;Analista;9087.80;
4218;Mariane Almeida;cfernandes@example.org;2015-01-21;Analista;8761.71;
4219;Lucca Moraes;biancamoreira@example.net;1993-07-23;Gerente;9624.9;
4220;Fernando Novaes;julianacardoso@example.net;2014-10-18;Diretor;9196.12;
4221;Noah Rodrigues;maria-julia05@example.org;2009-03-26;Diretor;5183.32;
4222;Ana Sophia Farias;moraesryan@example.net;2010-04-11;Diretor;6203.34;
4223;Alice Monteiro;vda-cunha@example.org;1997-04-26;Analista;9979.97;
4224;Valentina Azevedo;erickdias@example.net;2022-06-20;Gerente;8656.3;
4225;Isabella Cunha;laracarvalho@example.org;1998-12-15;Gerente;8972.32;
4226;Melissa Cunha;gfreitas@example.com;2003-06-19;Diretor;6077.99;
4227;Heitor Caldeira;rafaelamonteiro@example.com;2010-04-13;Analista;7988.9;
4228;Ana Sophia Alves;cardosopietra@example.com;1992-10-30;Analista;7773.90;
4229;Mirella Pereira;ilima@example.net;2011-08-10;Gerente;8780.18;
4230;Francisco Sales;leonardo66@example.net;2005-06-27;Analista;8288.25;
4231;Carlos Eduardo Aragão;dsantos@example.net;1995-09-28;Gerente;6879.69;
4232;Rafael Castro;nunesjoao-miguel@example.org;1993-04-25;Analista;8754.49;
4233;Joana Pereira;flopes@example.net;2003-08-28;Analista;9081.99;
4234;Vitória Carvalho;qpinto@example.net;1998-12-20;Diretor;5410.89;
4235;Ana Laura Moraes;silvaeloah@example.com;2012-10-09;Diretor;6666.12;
4236;Alexia Fogaça;augustomoraes@example.net;2019-11-17;Gerente;9856.69;
4237;Maria Cecília Dias;melosarah@example.net;2003-12-24;Analista;5826.30;
4238;Marcela Costela;eduardo05@example.com;2012-11-29;Diretor;7854.56;
4239;Raul da Cunha;costelajoana@example.net;2019-12-05;Analista;9416.68;
4240;Beatriz Correia;andrefreitas@example.org;2002-11-19;Diretor;7458.70;
4241;Yasmin Fernandes;enzopereira@example.net;2022-03-18;Diretor;6306.63;
4242;João Felipe Araújo;isabellylopes@example.com;2012-12-15;Gerente;5182.81;
4243;Vitória Lopes;liviaribeiro@example.net;2000-07-01;Diretor;6808.1;
4244;Vinicius Moura;yda-luz@example.org;2019-12-07;Diretor;8533.40;
4245;Benjamin Monteiro;diasana-clara@example.net;2013-01-01;Gerente;5261.88;
4246;Marina Lima;augusto38@example.net;1992-09-16;Gerente;9650.60;
4247;Yasmin da Paz;davi-lucas46@example.org;2015-07-04;Diretor;9853.66;
4248;Joana da Luz;ana-livia68@example.org;2005-04-07;Gerente;5709.2;
4249;Thiago Novaes;barrosmilena@example.net;2003-03-02;Gerente;5027.87;
4250;Leandro Novaes;alveslais@example.org;2016-07-08;Analista;6728.49;
4251;Maria Vitória da Luz;fporto@example.com;1992-09-07;Gerente;9710.22;
4252;Luigi Castro;araujodavi-lucca@example.com;2020-10-27;Gerente;8433.47;
4253;Kamilly Barbosa;csilveira@example.org;2003-09-30;Gerente;7356.3;
4254;Thiago Freitas;rezendeisabella@example.org;1997-03-31;Diretor;7015.81;
4255;Ana Beatriz Porto;carvalhokevin@example.com;1999-03-22;Diretor;5650.36;
4256;Lucas Novaes;thiago95@example.com;2010-01-14;Analista;5282.12;
4257;Raquel Novaes;theocarvalho@example.net;1995-10-31;Diretor;9824.48;
4258;Laís Pereira;jmoreira@example.com;2016-07-20;Diretor;5350.42;
4259;Pedro Henrique Lima;joao-gabriel89@example.com;2013-01-10;Analista;5384.81;
4260;Igor da Cruz;miguel80@example.com;2013-06-04;Analista;5633.35;
4261;Raquel Teixeira;da-mataluiz-fernando@example.net;2004-07-26;Diretor;7199.93;
4262;Helena Jesus;helenacavalcanti@example.com;1997-08-15;Analista;5716.29;
4263;Joana da Rocha;bazevedo@example.org;1999-12-10;Diretor;9066.13;
4264;Cauê da Mota;guilhermeribeiro@example.net;2016-10-24;Analista;7225.91;
4265;Carlos Eduardo da Rocha;beniciocastro@example.net;1995-10-29;Diretor;9533.76;
4266;Gabriela da Cruz;aragaootavio@example.net;1994-11-10;Diretor;7266.46;
4267;Evelyn Barros;lucasaragao@example.net;2017-04-24;Gerente;9015.31;
4268;Lucas Viana;mendesbruno@example.net;2000-08-19;Gerente;6994.40;
4269;Caroline da Rocha;oliviamoura@example.com;2007-03-03;Diretor;9375.34;
4270;Lavínia Vieira;dda-costa@example.net;2003-02-16;Gerente;9042.33;
4271;Daniel Melo;xmendes@example.net;2012-05-23;Diretor;7189.30;
4272;Vitor Gabriel Santos;elisa86@example.com;2003-11-16;Analista;8066.14;
4273;Gabrielly Castro;olivianascimento@example.com;2009-05-24;Diretor;6190.7;
4274;Davi Barbosa;pietrosouza@example.net;1994-06-21;Gerente;6099.61;
4275;Lucas Gabriel Aragão;yurida-cruz@example.org;1992-09-27;Gerente;6422.43;
4276;Yago Gonçalves;cunhabenjamin@example.net;2011-11-13;Analista;5004.52;
4277;Vicente Mendes;mariana45@example.com;1997-12-12;Analista;8480.69;
4278;Alice Pereira;salesmirella@example.net;2012-11-13;Diretor;7341.82;
4279;Nina Oliveira;fsales@example.com;2014-02-12;Diretor;6103.89;
4280;Henrique Nogueira;camposbarbara@example.net;2010-09-23;Gerente;6717.84;
4281;Cauê Almeida;vcorreia@example.net;2000-12-31;Analista;5077.62;
4282;Stella Alves;lorenaribeiro@example.net;2009-10-13;Diretor;8859.92;
4283;Luiz Gustavo da Costa;isiscavalcanti@example.net;2014-08-26;Analista;5696.41;
4284;Vitor Hugo da Mota;ryan41@example.org;1996-07-30;Diretor;6908.47;
4285;Olivia Campos;peixotorebeca@example.net;2016-01-24;Analista;7471.27;
4286;Júlia Barbosa;ana-vitoria29@example.org;2001-09-20;Gerente;8055.5;
4287;Pedro Fogaça;uda-conceicao@example.com;2013-12-10;Analista;6623.9;
4288;João Miguel Moraes;rodriguesvalentina@example.net;2009-05-27;Gerente;8454.14;
4289;Ana Julia Duarte;wmoura@example.com;1997-05-29;Analista;5553.11;
4290;Mirella Nogueira;emanuella12@example.net;1997-10-01;Diretor;5979.68;
4291;Vinicius Caldeira;mcaldeira@example.com;2009-05-01;Analista;7042.53;
4292;Raquel Duarte;lucca90@example.org;2002-08-04;Diretor;5655.23;
4293;Isaac Farias;rodrigovieira@example.net;2012-11-10;Diretor;6615.29;
4294;Lorenzo da Mota;knascimento@example.com;2019-03-29;Analista;9318.11;
4295;Alexandre da Cruz;valentina16@example.net;2016-11-29;Diretor;6722.12;
4296;Maitê da Rocha;nrodrigues@example.com;2011-08-13;Analista;6124.32;
4297;Luiz Otávio Castro;pjesus@example.org;2004-05-20;Gerente;5661.76;
4298;Alícia Gomes;pedro-miguelcavalcanti@example.net;2003-05-05;Analista;9829.64;
4299;Davi Lucas Sales;cardosoluiz-gustavo@example.org;2000-04-08;Analista;5607.9;
4300;Marcelo da Mota;peixotobarbara@example.org;1999-10-12;Diretor;7777.2;
4301;Clarice Barbosa;bernardo25@example.com;2017-03-16;Diretor;7132.73;
4302;Luiza Alves;xrezende@example.com;2021-02-23;Analista;9159.99;
4303;Sarah da Luz;davivieira@example.net;2002-07-08;Diretor;8093.97;
4304;João Felipe Oliveira;da-luzgabriela@example.com;2000-03-07;Diretor;9518.70;
4305;Elisa Melo;tda-costa@example.org;1997-09-15;Gerente;6563.56;
4306;Yuri Porto;marcos-viniciusmonteiro@example.org;1992-07-27;Analista;6240.9;
4307;Ana Barbosa;mouraalicia@example.com;1997-04-16;Gerente;7532.3;
4308;Laura Nogueira;stephanyazevedo@example.com;2022-07-17;Gerente;7007.57;
4309;Isadora Aragão;noliveira@example.com;1996-10-21;Gerente;7033.37;
4310;Vinicius Mendes;pietroalves@example.com;2001-04-09;Analista;9829.15;
4311;Vitor Pires;thomasporto@example.net;2019-12-24;Diretor;9217.73;
4312;Rebeca Pinto;maria83@example.net;1995-10-11;Analista;5285.83;
4313;Laís Fernandes;nuneskevin@example.org;2016-10-08;Diretor;6336.68;
4314;Pietro Araújo;pedro-miguelbarbosa@example.net;2005-01-15;Analista;5087.32;
4315;Luna Peixoto;ada-luz@example.net;2002-01-04;Diretor;7262.86;
4316;Pietra Sales;novaesana-carolina@example.org;2022-02-28;Analista;8516.97;
4317;Laís da Cunha;raquelmartins@example.com;1999-04-25;Analista;5344.28;
4318;Emanuel da Mota;correiacamila@example.net;2020-07-26;Gerente;7632.8;
4319;Benício Nogueira;fernandamendes@example.org;2007-06-25;Diretor;9997.96;
4320;Rafael Duarte;gabrielda-costa@example.net;2015-05-08;Gerente;5984.55;
4321;Igor Melo;cardosokamilly@example.org;2000-03-11;Analista;6317.71;
4322;Eduardo Campos;gdas-neves@example.com;2001-03-24;Gerente;9189.81;
4323;Juliana Oliveira;pereiradaniel@example.com;1997-10-06;Diretor;7035.52;
4324;Marcos Vinicius das Neves;rezendeaugusto@example.org;2009-09-19;Analista;5945.1;
4325;Enzo Duarte;amandaoliveira@example.net;2003-01-27;Diretor;6239.59;
4326;Luiz Felipe da Rosa;vitoria73@example.com;2017-01-15;Analista;5605.21;
4327;Mirella da Mota;yago91@example.com;1995-06-17;Analista;8184.33;
4328;Vitor Oliveira;luiz-fernandolima@example.net;1999-10-15;Analista;5401.27;
4329;Luna da Paz;alexiasilva@example.com;1994-01-24;Diretor;8226.96;
4330;Otávio Moreira;carvalhosabrina@example.com;1997-10-21;Diretor;5108.61;
4331;Ana Beatriz Caldeira;pirescarlos-eduardo@example.org;2011-11-21;Analista;6958.68;
4332;Luiz Miguel Porto;da-pazluiz-henrique@example.net;2008-02-05;Analista;7444.84;
4333;Rafael Fernandes;brendapinto@example.org;1992-12-09;Diretor;6447.83;
4334;Carlos Eduardo Santos;ana-laurapereira@example.net;2018-10-08;Analista;5841.44;
4335;Julia Aragão;igor58@example.net;1994-09-23;Diretor;6348.2;
4336;João Pedro Rocha;breno39@example.com;1997-01-31;Analista;6857.97;
4337;João Pedro da Rocha;nataliagoncalves@example.net;2003-07-18;Diretor;5288.95;
4338;Augusto Sales;tsouza@example.org;2015-01-22;Diretor;7813.53;
4339;Vitória Costela;bianca74@example.org;2004-12-15;Analista;5491.46;
4340;Bruna Rocha;pedro-lucas18@example.com;2016-04-27;Gerente;6199.29;
4341;Yuri Peixoto;portolorena@example.com;2018-08-04;Gerente;7611.85;
4342;Nina Silva;rodrigomendes@example.net;2007-01-31;Analista;7562.95;
4343;Maria Fernanda Moura;sabrina54@example.org;2014-06-10;Gerente;9622.12;
4344;Helena Rezende;yuriaraujo@example.net;2006-02-02;Analista;5152.46;
4345;Matheus Cardoso;joao-felipeda-rosa@example.net;2005-09-19;Gerente;8933.9;
4346;Breno Monteiro;emoreira@example.org;2003-01-27;Analista;7047.18;
4347;Francisco Castro;yramos@example.net;1995-12-30;Gerente;6075.21;
4348;Bárbara Martins;yagocardoso@example.net;2002-02-26;Analista;5928.70;
4349;Ana Luiza Ribeiro;maria-alice73@example.org;2020-10-10;Gerente;5716.79;
4350;Carlos Eduardo Sales;ealves@example.net;2008-01-06;Gerente;5946.5;
4351;João Gabriel Fogaça;leandroalves@example.com;2001-09-23;Gerente;6469.28;
4352;Raul Correia;baraujo@example.org;2020-03-03;Analista;9351.21;
4353;Marcela Pinto;clara22@example.net;1995-07-04;Analista;7830.24;
4354;Alícia Campos;nda-cruz@example.net;2017-03-22;Diretor;5171.23;
4355;Lavínia Farias;luiz-miguelpeixoto@example.org;2012-10-18;Diretor;8662.23;
4356;Natália Porto;da-cruzmaria-alice@example.org;1998-11-18;Analista;5230.37;
4357;Guilherme Ramos;wda-conceicao@example.com;2010-08-03;Gerente;9301.10;
4358;Gustavo Cavalcanti;ynunes@example.org;2022-03-22;Diretor;5809.78;
4359;Clara da Cruz;amendes@example.org;2000-06-03;Diretor;8036.75;
4360;Leonardo Ferreira;joao-lucasjesus@example.net;2009-08-10;Analista;8757.94;
4361;Caio da Conceição;maria-ceciliada-luz@example.net;2020-03-17;Analista;6311.52;
4362;Caio Caldeira;marcelo89@example.net;2003-08-05;Diretor;6368.5;
4363;Danilo Oliveira;omoreira@example.org;2007-10-05;Analista;5967.53;
4364;Daniel Ferreira;gda-conceicao@example.net;2008-09-17;Analista;7611.83;
4365;Brenda das Neves;hnunes@example.net;2004-06-07;Gerente;5829.3;
4366;Ana Julia Moraes;leonardocardoso@example.com;2000-11-17;Diretor;5986.72;
4367;Rafaela da Luz;manuela85@example.net;1998-02-12;Diretor;8031.66;
4368;Brenda da Conceição;wmendes@example.net;1998-04-07;Analista;8455.9;
4369;Davi Luiz Melo;emanuellada-cruz@example.org;2005-04-01;Gerente;8740.86;
4370;Nicole Azevedo;rafaelabarbosa@example.org;2003-01-16;Gerente;7733.89;
4371;Olivia da Mota;mourabenjamin@example.com;2016-02-14;Diretor;7200.30;
4372;Levi Fogaça;alexiasales@example.org;2001-01-15;Diretor;6831.21;
4373;Emanuelly Costela;eduardo66@example.org;2010-12-27;Diretor;7205.30;
4374;Eloah Costa;xsouza@example.org;1997-09-23;Analista;5452.5;
4375;Davi Lucas Duarte;zalves@example.com;2013-12-21;Diretor;6446.84;
4376;Helena da Cunha;xpinto@example.com;2002-07-23;Analista;6622.51;
4377;Vitor Mendes;sgoncalves@example.org;2022-02-13;Analista;7560.9;
4378;Renan Viana;theo67@example.net;2000-08-19;Analista;8276.51;
4379;Laura Dias;camila24@example.com;2015-03-24;Gerente;6471.79;
4380;João Felipe Aragão;almeidaryan@example.com;1992-11-26;Analista;5856.72;
4381;João Lucas Carvalho;juliananovaes@example.org;1999-10-06;Analista;5470.35;
4382;Manuela Freitas;theo66@example.com;1995-10-03;Gerente;9936.79;
4383;Laís Cunha;maria-alicealves@example.org;2013-12-05;Gerente;8885.74;
4384;Kaique Moreira;rochacarlos-eduardo@example.net;2014-09-06;Gerente;8715.15;
4385;Nina Cardoso;larissa45@example.org;1996-08-06;Gerente;9709.26;
4386;Leandro Nunes;bmendes@example.com;2018-11-02;Diretor;9277.57;
4387;Gabrielly Moraes;cardosohelena@example.net;2018-12-09;Gerente;6270.76;
4388;Lorenzo Freitas;eda-mata@example.org;1996-06-17;Diretor;8024.44;
4389;Clara da Mota;luanafernandes@example.net;2012-05-11;Analista;7534.11;
4390;Bárbara Peixoto;rebeca30@example.com;1994-07-15;Diretor;6594.91;
4391;João da Cunha;lucas-gabriel00@example.org;1994-10-22;Diretor;8439.40;
4392;João Vitor Porto;ferreiraleonardo@example.org;2018-06-10;Diretor;8326.58;
4393;Vicente Barbosa;ana-beatrizfernandes@example.org;2007-01-29;Analista;5150.43;
4394;Raul Jesus;vitorcosta@example.net;2009-08-03;Gerente;8757.41;
4395;Cauê Moura;jesusmiguel@example.com;2000-10-09;Analista;7517.75;
4396;Enzo Sales;ncastro@example.net;2009-01-01;Gerente;8529.5;
4397;Sophia Nogueira;peixotorebeca@example.com;2006-06-29;Gerente;5755.73;
4398;Danilo Viana;ana-juliaduarte@example.com;2003-03-06;Gerente;8317.48;
4399;Ana Vitória Barros;brunamelo@example.com;2011-12-03;Analista;8511.56;
4400;Maria Fernanda Sales;gporto@example.org;1992-11-13;Analista;7428.65;
4401;João Vitor Duarte;maite43@example.org;2008-04-16;Analista;6503.18;
4402;Olivia Silva;emillyda-cruz@example.org;2020-11-10;Gerente;6172.39;
4403;João Felipe Barbosa;fda-paz@example.org;2000-01-01;Diretor;5675.95;
4404;Bianca Jesus;sophiecosta@example.com;2015-07-31;Analista;8281.25;
4405;Emanuella Moura;dda-cruz@example.net;2005-10-16;Gerente;6132.48;
4406;Arthur Aragão;stellafernandes@example.net;2005-08-11;Diretor;5169.91;
4407;João Gabriel Costela;maragao@example.net;2013-08-02;Analista;7747.0;
4408;Vicente Barros;da-rosatheo@example.net;1993-11-22;Diretor;8397.10;
4409;Maria Lopes;joao-pedro47@example.org;2015-03-06;Analista;5086.5;
4410;Natália Duarte;thiagovieira@example.net;1994-12-02;Analista;8230.59;
4411;Olivia da Mata;eduardo76@example.org;2021-07-09;Gerente;8226.53;
4412;Luana Moura;ysilva@example.net;1996-12-15;Analista;9621.42;
4413;Beatriz Rodrigues;aragaoanthony@example.org;2014-11-30;Analista;5243.9;
4414;Catarina Teixeira;maria-julia36@example.net;2000-01-19;Diretor;9699.54;
4415;João Felipe Campos;diogomoraes@example.com;1999-03-15;Gerente;6090.32;
4416;Mariane Rocha;souzajuan@example.net;2016-02-17;Gerente;8486.23;
4417;Luana Nogueira;qnascimento@example.org;1995-11-14;Gerente;8469.55;
4418;Daniela Cunha;fariaskaique@example.net;2008-04-17;Analista;6243.72;
4419;Arthur Rezende;castrodaniel@example.org;1997-08-26;Analista;8662.80;
4420;Brenda Pereira;rezendeemanuelly@example.com;2011-09-24;Gerente;9154.13;
4421;Guilherme Correia;mourasophie@example.net;2009-05-20;Gerente;9567.61;
4422;Sophie Nascimento;camposgustavo-henrique@example.com;1994-01-09;Analista;7978.29;
4423;Nina Barbosa;raulduarte@example.com;2003-08-25;Diretor;6170.72;
4424;Isadora Rodrigues;da-pazbeatriz@example.org;2000-07-26;Analista;8940.60;
4425;Alice Lopes;lsales@example.net;2021-11-05;Gerente;8564.43;
4426;Maria Monteiro;vieirabenjamin@example.com;2000-10-21;Analista;6561.73;
4427;Enzo Gabriel Peixoto;yuri22@example.org;2018-07-25;Analista;8915.61;
4428;Maria Vitória da Paz;araujolevi@example.com;1993-04-30;Analista;5679.21;
4429;Luiz Henrique Ferreira;almeidaalexandre@example.com;1996-09-09;Diretor;9580.79;
4430;Esther Silva;gcostela@example.net;2007-02-26;Gerente;7558.43;
4431;Marcelo Aragão;carolina95@example.com;2003-04-23;Diretor;7267.71;
4432;Lavínia Cardoso;santosbruno@example.com;2005-02-26;Analista;5528.16;
4433;Otávio Peixoto;vitoralves@example.com;2017-07-15;Diretor;9637.18;
4434;Pedro Henrique Sales;rdias@example.com;2014-07-18;Gerente;5001.79;
4435;Mariane da Rosa;barrosana-julia@example.net;1999-01-22;Diretor;6297.20;
4436;Matheus Campos;luiza19@example.com;1999-06-14;Gerente;7662.76;
4437;Heloísa Oliveira;vitor-hugolima@example.org;1994-07-18;Diretor;5044.10;
4438;Pedro Miguel Duarte;sabrinamendes@example.org;2009-08-11;Diretor;6536.17;
4439;Gabriel Rocha;caue42@example.org;2020-01-16;Diretor;8171.98;
4440;Melissa Moraes;castroluna@example.com;2012-01-30;Gerente;5824.47;
4441;Maria Julia Mendes;lorena52@example.com;2008-04-09;Gerente;6830.84;
4442;Letícia Novaes;nda-mata@example.net;1999-09-02;Diretor;7862.26;
4443;André Souza;luiz-otavio16@example.org;1997-03-02;Diretor;5527.97;
4444;Lucas Viana;dporto@example.com;1993-02-04;Gerente;7225.69;
4445;Luana Mendes;yurida-luz@example.com;2002-05-27;Gerente;8387.62;
4446;Ana Carolina Nunes;gomesisis@example.net;1994-05-11;Diretor;9107.92;
4447;Pedro Lucas Cardoso;ypeixoto@example.org;1993-05-01;Gerente;5733.88;
4448;Diego Teixeira;gomesryan@example.net;2021-07-12;Gerente;8781.73;
4449;Vitor Gabriel Farias;correiarodrigo@example.org;2012-02-07;Analista;6664.17;
4450;Clarice da Costa;eduardoporto@example.com;2002-12-02;Diretor;6080.68;
4451;Bianca Melo;yjesus@example.net;2015-12-27;Gerente;5187.85;
4452;Erick Barros;marcos-vinicius94@example.net;2001-07-02;Diretor;9976.10;
4453;Maria Cecília Oliveira;tgomes@example.org;1998-03-25;Diretor;5881.55;
4454;Giovanna Ramos;elisa69@example.org;2020-11-26;Gerente;6881.78;
4455;Luiz Otávio Teixeira;raul22@example.org;2003-03-22;Gerente;7922.52;
4456;Isabelly Moura;gustavo-henriquecorreia@example.com;2002-04-10;Analista;5006.9;
4457;Theo Carvalho;evelyn31@example.net;1997-05-22;Gerente;6407.77;
4458;Ian Barbosa;tcardoso@example.net;1999-01-04;Analista;9962.17;
4459;Fernanda da Paz;das-nevescaue@example.org;2015-05-03;Analista;6683.50;
4460;Pedro Campos;nicolemoura@example.net;1992-07-20;Diretor;9882.32;
4461;João Felipe Novaes;nascimentoclara@example.org;2019-07-01;Gerente;8782.9;
4462;Pietra Barros;oliveiratheo@example.net;2014-02-04;Analista;8017.56;
4463;Isaac Teixeira;beatriz01@example.org;1997-07-25;Analista;6042.0;
4464;Lívia Pires;pedrocosta@example.net;2012-03-31;Gerente;8832.76;
4465;Gabriel Dias;costelamanuela@example.org;2010-11-14;Analista;6016.4;
4466;Ana Laura Peixoto;aramos@example.com;2012-04-12;Analista;6525.43;
4467;Luiz Miguel Gomes;carolinemendes@example.org;1997-05-05;Gerente;8271.46;
4468;Breno Porto;mendesluiz-gustavo@example.com;2021-04-11;Diretor;8849.71;
4469;Felipe Azevedo;yurimelo@example.com;2014-10-06;Diretor;6328.53;
4470;Enzo Alves;joaocunha@example.org;2013-10-21;Gerente;8539.57;
4471;Ana Gomes;elisada-mata@example.org;1999-10-02;Analista;5122.0;
4472;Nicole Moraes;da-rocharenan@example.net;2005-08-16;Analista;9334.8;
4473;João Vitor Viana;davi-lucca31@example.net;2022-04-30;Analista;5740.31;
4474;Ana Clara Nascimento;silveiraemilly@example.net;1994-03-28;Analista;6314.4;
4475;Natália Almeida;kda-mota@example.net;1994-03-14;Diretor;9770.60;
4476;Alexandre Correia;caue40@example.org;2016-10-23;Diretor;9600.46;
4477;Davi Lucca Cunha;carlos-eduardo25@example.com;1997-11-28;Analista;5159.70;
4478;Evelyn Freitas;ana-sophia78@example.org;2022-04-07;Gerente;9951.85;
4479;Esther Lima;joao-gabriel37@example.com;1993-07-02;Analista;7572.34;
4480;Maria Clara Viana;ffogaca@example.net;2004-10-13;Diretor;5297.18;
4481;Clarice Sales;henrique73@example.net;1993-05-15;Diretor;9176.36;
4482;Sabrina da Mata;valentina86@example.org;2017-11-15;Diretor;9070.95;
4483;Carlos Eduardo Rodrigues;elisa02@example.org;2009-01-07;Diretor;9081.52;
4484;Isabella Mendes;yasmin45@example.net;2001-11-08;Diretor;8462.40;
4485;Kevin Azevedo;santosbruna@example.net;2019-07-11;Diretor;5235.94;
4486;Mirella Pires;sofiavieira@example.org;1999-09-29;Gerente;7804.98;
4487;Alana da Costa;pietra51@example.net;2002-01-07;Gerente;6800.88;
4488;André da Cunha;ccardoso@example.com;1996-06-02;Analista;6914.92;
4489;Alexia Santos;laura82@example.net;2020-10-14;Analista;8258.3;
4490;Luana Azevedo;mariane53@example.net;1996-10-25;Analista;6524.65;
4491;Camila Azevedo;sophie68@example.com;2001-06-20;Analista;8570.75;
4492;Lucca Teixeira;peixotolivia@example.com;2014-02-23;Diretor;8704.95;
4493;Lucca Silveira;lopeshelena@example.net;1997-12-05;Gerente;9524.56;
4494;Luiza Rodrigues;wlima@example.com;2003-02-01;Diretor;6721.29;
4495;Lucas Gabriel Rodrigues;cavalcantidavi-lucca@example.net;2003-06-26;Analista;6544.96;
4496;Nathan Ramos;sabrinarocha@example.org;2005-05-09;Gerente;5823.40;
4497;Erick Mendes;isabelly88@example.org;2006-03-17;Analista;5556.34;
4498;Luiz Miguel da Conceição;sophiapereira@example.com;1995-03-07;Analista;9520.6;
4499;Guilherme Monteiro;luiz-henriquesouza@example.com;2014-03-06;Analista;6632.48;
4500;Alana Silva;julia97@example.com;2014-11-01;Diretor;5522.49;
4501;Juliana Moura;fernandada-cunha@example.com;1999-09-18;Analista;8514.93;
4502;João Felipe Moraes;fmonteiro@example.com;2006-03-19;Gerente;5477.11;
4503;Gabriel Nogueira;krocha@example.org;1994-02-20;Gerente;5758.35;
4504;Pedro Cavalcanti;smonteiro@example.org;2007-08-06;Diretor;9792.94;
4505;Ana Lívia Campos;nuneslorenzo@example.com;2014-03-04;Analista;9218.3;
4506;Marina Mendes;maria-vitoria33@example.net;2013-11-01;Gerente;8038.97;
4507;Erick Melo;fogacahenrique@example.org;2019-04-04;Analista;5670.18;
4508;Kaique Ribeiro;maitecorreia@example.net;2013-07-07;Gerente;7575.95;
4509;Nicole Lopes;nascimentoemanuella@example.org;1995-03-07;Diretor;5213.48;
4510;Ian Moreira;luiza69@example.org;2002-03-28;Gerente;9779.23;
4511;Ana Julia Martins;freitasana-beatriz@example.org;2001-06-10;Analista;7028.63;
4512;João Gabriel Cavalcanti;qbarbosa@example.org;1996-01-28;Analista;9637.83;
4513;Mariane Caldeira;spereira@example.net;2019-12-29;Diretor;8908.34;
4514;Murilo da Luz;meloraul@example.com;2019-09-06;Diretor;7257.19;
4515;Bernardo Melo;aliceviana@example.net;2016-11-30;Diretor;6464.52;
4516;Ana Almeida;adas-neves@example.net;2004-10-21;Analista;7939.67;
